letter,pronunciation,syllable,initial,finality,letter_img_url,sound_url,,,,,,
전구,전ː구,2,ㅈ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(36).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,36,).png
찐빵,찐빵,2,ㅉ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(37).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,37,).png
창문,창문,2,ㅊ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(38).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,38,).png
천사,천사,2,ㅊ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(39).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,39,).png
칠판,칠판,2,ㅊ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(40).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,40,).png
탬버린,탬버린,3,ㅌ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(41).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,41,).png
판다,판다,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(42).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,42,).png
팬티,팬티,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(43).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,43,).png
펭귄,펭귄,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(44).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,44,).png
편지,편ː지,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(45).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,45,).png
포크레인,포크레인,4,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(46).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,46,).png
표지판,표지판,3,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(47).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,47,).png
풍선,풍선,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(48).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,48,).png
화분,화분,2,ㅎ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(49).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,49,).png
회전목마,회전몽마,4,ㅎ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(50).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,50,).png
휴대폰,휴대폰,3,ㅎ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(51).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,51,).png
