letter,pronunciation,syllable,initial,finality,letter_img_url,sound_url,,,,,,
핫도그,핫또그,3,ㄸ,ㅅ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(6).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,6,).png
기타,기타,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(1).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,1,).png
도토리,도토리,3,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(2).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,2,).png
립스틱,립스틱,3,ㅌ,ㅂ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(3).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,3,).png
모니터,모니터,3,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(4).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,4,).png
물티슈,물티슈,3,ㅌ,ㄹ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(5).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,5,).png
미끄럼틀,미끄럼틀,4,ㅌ,ㄹ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(6).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,6,).png
산타,싼타,2,ㅌ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(7).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,7,).png
세탁기,세ː탁끼,3,ㅌ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(8).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,8,).png
솜사탕,솜ː사탕,3,ㅌ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(9).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,9,).png
식탁,식탁,2,ㅌ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(10).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,10,).png
오토바이,오토바이,4,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(11).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,11,).png
저금통,저ː금통,3,ㅌ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(12).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,12,).png
치타,치타,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(13).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,13,).png
타조,타ː조,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(14).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,14,).png
태권도,태꿘도,3,ㅌ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(15).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,15,).png
태극기,태극끼,3,ㅌ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(16).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,16,).png
택시,택시,2,ㅌ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(17).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,17,).png
테이프,테이프,3,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(18).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,18,).png
토끼,토끼,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(19).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,19,).png
토마토,토마토,3,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(20).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,20,).png
통나무,통나무,3,ㅌ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(21).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,21,).png
튜브,튜브,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(22).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,22,).png
튤립,튤립,2,ㅌ,ㅂ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(23).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,23,).png
트럭,트럭,2,ㅌ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(24).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,24,).png
트리,트리,2,ㅌ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(25).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,25,).png
팬티,팬티,2,ㅌ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(26).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,26,).png
필통,필통,2,ㅌ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(27).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,27,).png
햄스터,햄스터,3,ㅌ,ㅁ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(28).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,28,).png
헬리콥터,헬리콥터,4,ㅌ,ㅂ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/x/x+(29).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,x/x+(,29,).png
